код_модуль,код_курс,код_сотрудник,оценка_курс,отзыв
модуль_8,курс_2,студент_93,2,Курс не оправдал ожиданий.
модуль_10,курс_2,студент_93,3,"Достаточно информативно, но не хватило времени на практику."
модуль_3,курс_2,студент_94,1,Преподаватели не отвечают на вопросы.
модуль_4,курс_2,студент_94,1,Преподаватели не смогли заинтересовать.
модуль_5,курс_2,студент_94,3,"В целом неплохо, но есть куда расти."
модуль_6,курс_2,студент_94,3,"Курс неплохой, но слишком много теории."
модуль_1,курс_2,студент_95,3,"Курс неплохой, но слишком много теории."
модуль_4,курс_2,студент_95,3,"Курс неплохой, но слишком много теории."
модуль_6,курс_2,студент_95,5,"Отличный курс, много полезной информации."
модуль_7,курс_2,студент_95,2,Преподаватели не смогли заинтересовать.
модуль_8,курс_2,студент_95,3,"Средний курс, ожидал немного большего."
модуль_10,курс_2,студент_95,1,Преподаватели не отвечают на вопросы.
модуль_1,курс_2,студент_96,1,Организация учебного процесса оставляет желать лучшего.
модуль_2,курс_2,студент_96,5,Отличная организация учебного процесса.
модуль_3,курс_2,студент_96,3,"В целом неплохо, но есть куда расти."
модуль_4,курс_2,студент_96,3,"В целом неплохо, но есть куда расти."
модуль_6,курс_2,студент_96,2,Организация учебного процесса оставляет желать лучшего.
модуль_7,курс_2,студент_96,5,Очень хорошие учебные материалы.
модуль_10,курс_2,студент_96,3,"Достаточно информативно, но не хватило времени на практику."
модуль_1,курс_2,студент_97,4,"Замечательный курс, все четко и по делу."
модуль_3,курс_2,студент_97,4,Преподаватели дают много полезных советов.
модуль_4,курс_2,студент_97,3,"Курс неплохой, но слишком много теории."
модуль_5,курс_2,студент_97,2,Организация учебного процесса оставляет желать лучшего.
модуль_6,курс_2,студент_97,5,Преподаватели дают много полезных советов.
модуль_7,курс_2,студент_97,2,"Слишком много теории, мало практики."
модуль_8,курс_2,студент_97,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_9,курс_2,студент_97,4,Очень хорошие учебные материалы.
модуль_10,курс_2,студент_97,1,Организация учебного процесса оставляет желать лучшего.
модуль_2,курс_2,студент_98,1,Организация учебного процесса оставляет желать лучшего.
модуль_4,курс_2,студент_98,3,"Курс неплохой, но слишком много теории."
модуль_6,курс_2,студент_98,1,"Слишком много теории, мало практики."
модуль_8,курс_2,студент_98,1,"Не понравился курс, материал плохо подан."
модуль_9,курс_2,студент_98,1,"Материалы устарели, нуждаются в обновлении."
модуль_10,курс_2,студент_98,3,"Достаточно информативно, но не хватило времени на практику."
модуль_3,курс_2,студент_99,4,Материалы курса на высшем уровне.
модуль_4,курс_2,студент_99,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_5,курс_2,студент_99,2,"Очень скучно, мало полезной информации."
модуль_6,курс_2,студент_99,2,"Слишком много теории, мало практики."
модуль_9,курс_2,студент_99,2,"Очень разочарован, зря потратил время."
модуль_10,курс_2,студент_99,1,Организация учебного процесса оставляет желать лучшего.
модуль_1,курс_2,студент_100,3,"Средний курс, ожидал немного большего."
модуль_4,курс_2,студент_100,2,Организация учебного процесса оставляет желать лучшего.
модуль_6,курс_2,студент_100,5,Очень хорошие учебные материалы.
модуль_10,курс_2,студент_100,3,"Неплохо, но можно было бы улучшить организацию."
модуль_1,курс_2,студент_101,3,"В целом неплохо, но есть куда расти."
модуль_2,курс_2,студент_101,2,"Слишком много теории, мало практики."
модуль_3,курс_2,студент_101,1,Преподаватели не отвечают на вопросы.
модуль_5,курс_2,студент_101,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_2,курс_2,студент_102,3,"Неплохо, но можно было бы улучшить организацию."
модуль_3,курс_2,студент_102,4,Материалы курса на высшем уровне.
модуль_4,курс_2,студент_102,4,Очень хорошие учебные материалы.
модуль_6,курс_2,студент_102,3,"Средний курс, ожидал немного большего."
модуль_7,курс_2,студент_102,3,"В целом неплохо, но есть куда расти."
модуль_8,курс_2,студент_102,2,"Не понравился курс, материал плохо подан."
модуль_9,курс_2,студент_102,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_1,курс_2,студент_103,5,Отличная организация учебного процесса.
модуль_6,курс_2,студент_103,3,"В целом неплохо, но есть куда расти."
модуль_7,курс_2,студент_103,3,"Нормально, но хотелось бы больше интерактива."
модуль_8,курс_2,студент_103,5,"Много практических занятий, что очень полезно."
модуль_9,курс_2,студент_103,3,"Курс неплохой, но слишком много теории."
модуль_10,курс_2,студент_103,3,"Материал неплохой, но иногда скучновато."
модуль_8,курс_2,студент_104,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_2,курс_2,студент_105,3,"Достаточно информативно, но не хватило времени на практику."
модуль_3,курс_2,студент_105,5,Отличная организация учебного процесса.
модуль_6,курс_2,студент_105,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_7,курс_2,студент_105,3,Материалы курса иногда тяжело воспринимаются.
модуль_9,курс_2,студент_105,5,Материалы курса на высшем уровне.
модуль_1,курс_2,студент_106,1,Организация учебного процесса оставляет желать лучшего.
модуль_5,курс_2,студент_106,4,Отличная организация учебного процесса.
модуль_6,курс_2,студент_106,4,Преподаватели дают много полезных советов.
модуль_3,курс_2,студент_107,2,Организация учебного процесса оставляет желать лучшего.
модуль_5,курс_2,студент_107,3,"Курс неплохой, но слишком много теории."
модуль_7,курс_2,студент_107,5,Преподаватели дают много полезных советов.
модуль_10,курс_2,студент_107,5,Отличная организация учебного процесса.
модуль_2,курс_2,студент_108,3,"Материал неплохой, но иногда скучновато."
модуль_3,курс_2,студент_108,3,"Материал неплохой, но иногда скучновато."
модуль_7,курс_2,студент_108,3,"Неплохо, но можно было бы улучшить организацию."
модуль_8,курс_2,студент_108,3,"Достаточно информативно, но не хватило времени на практику."
модуль_10,курс_2,студент_108,1,Преподаватели не отвечают на вопросы.
модуль_3,курс_2,студент_109,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_4,курс_2,студент_109,3,"Средний курс, ожидал немного большего."
модуль_7,курс_2,студент_109,1,"Материалы устарели, нуждаются в обновлении."
модуль_10,курс_2,студент_109,2,"Очень разочарован, зря потратил время."
модуль_3,курс_2,студент_110,5,"Преподаватели супер, материал изложен доступно."
модуль_6,курс_2,студент_110,3,"В целом неплохо, но есть куда расти."
модуль_7,курс_2,студент_110,5,"Преподаватели супер, материал изложен доступно."
модуль_10,курс_2,студент_110,4,Очень хорошие учебные материалы.
модуль_3,курс_2,студент_111,4,"Замечательный курс, все четко и по делу."
модуль_4,курс_2,студент_111,3,"Средний курс, ожидал немного большего."
модуль_5,курс_2,студент_111,3,"Достаточно информативно, но не хватило времени на практику."
модуль_6,курс_2,студент_111,3,"Средний курс, ожидал немного большего."
модуль_3,курс_2,студент_112,5,Материалы курса на высшем уровне.
модуль_5,курс_2,студент_112,5,"Отличный курс, много полезной информации."
модуль_8,курс_2,студент_112,1,Материалы курса плохо структурированы.
модуль_10,курс_2,студент_112,4,"Отличный курс, много полезной информации."
модуль_3,курс_2,студент_113,4,"Преподаватели супер, материал изложен доступно."
модуль_5,курс_2,студент_113,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_6,курс_2,студент_113,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_9,курс_2,студент_113,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_2,курс_2,студент_114,5,"Отличный курс, много полезной информации."
модуль_5,курс_2,студент_114,3,"Материал неплохой, но иногда скучновато."
модуль_6,курс_2,студент_114,1,Курс не оправдал ожиданий.
модуль_7,курс_2,студент_114,1,Курс не оправдал ожиданий.
модуль_10,курс_2,студент_114,4,Материалы курса на высшем уровне.
модуль_4,курс_2,студент_115,3,"Нормально, но хотелось бы больше интерактива."
модуль_7,курс_2,студент_115,1,"Не понравился курс, материал плохо подан."
модуль_8,курс_2,студент_115,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_1,курс_2,студент_116,5,"Отличный курс, много полезной информации."
модуль_3,курс_2,студент_116,5,"Преподаватели супер, материал изложен доступно."
модуль_8,курс_2,студент_116,1,"Очень разочарован, зря потратил время."
модуль_9,курс_2,студент_116,3,"В целом неплохо, но есть куда расти."
модуль_1,курс_2,студент_117,4,"Преподаватели супер, материал изложен доступно."
модуль_2,курс_2,студент_117,2,"Очень разочарован, зря потратил время."
модуль_4,курс_2,студент_117,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_6,курс_2,студент_117,2,"Слишком много теории, мало практики."
модуль_7,курс_2,студент_117,3,"Материал неплохой, но иногда скучновато."
модуль_10,курс_2,студент_117,2,Преподаватели не смогли заинтересовать.
модуль_5,курс_2,студент_118,1,Преподаватели не смогли заинтересовать.
модуль_7,курс_2,студент_118,3,"Нормально, но хотелось бы больше интерактива."
модуль_8,курс_2,студент_118,3,"Материал неплохой, но иногда скучновато."
модуль_10,курс_2,студент_118,3,"Достаточно информативно, но не хватило времени на практику."
модуль_1,курс_2,студент_119,5,Очень хорошие учебные материалы.
модуль_2,курс_2,студент_119,4,Очень хорошие учебные материалы.
модуль_4,курс_2,студент_119,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_6,курс_2,студент_119,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_8,курс_2,студент_119,3,Материалы курса иногда тяжело воспринимаются.
модуль_3,курс_2,студент_120,2,"Не понравился курс, материал плохо подан."
модуль_4,курс_2,студент_120,3,"Нормально, но хотелось бы больше интерактива."
модуль_7,курс_2,студент_120,4,"Много практических занятий, что очень полезно."
модуль_9,курс_2,студент_120,1,Курс не оправдал ожиданий.
модуль_10,курс_2,студент_120,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_2,студент_121,3,Материалы курса иногда тяжело воспринимаются.
модуль_2,курс_2,студент_121,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_7,курс_2,студент_121,4,"Преподаватели супер, материал изложен доступно."
модуль_9,курс_2,студент_121,2,Курс не оправдал ожиданий.
модуль_10,курс_2,студент_121,3,"Материал неплохой, но иногда скучновато."
модуль_1,курс_2,студент_122,2,"Не понравился курс, материал плохо подан."
модуль_2,курс_2,студент_122,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_3,курс_2,студент_122,1,Преподаватели не отвечают на вопросы.
модуль_6,курс_2,студент_122,3,"Средний курс, ожидал немного большего."
модуль_9,курс_2,студент_122,3,"Средний курс, ожидал немного большего."
модуль_6,курс_2,студент_123,4,"Замечательный курс, все четко и по делу."
модуль_8,курс_2,студент_123,2,"Слишком много теории, мало практики."
модуль_9,курс_2,студент_123,4,"Преподаватели супер, материал изложен доступно."
модуль_10,курс_2,студент_123,1,Преподаватели не отвечают на вопросы.
модуль_1,курс_2,студент_124,1,Преподаватели не отвечают на вопросы.
модуль_4,курс_2,студент_124,1,Курс не оправдал ожиданий.
модуль_8,курс_2,студент_124,1,"Очень разочарован, зря потратил время."
модуль_9,курс_2,студент_124,2,Курс не оправдал ожиданий.
модуль_5,курс_2,студент_125,3,"Материал неплохой, но иногда скучновато."
модуль_6,курс_2,студент_125,1,Материалы курса плохо структурированы.
модуль_7,курс_2,студент_125,4,"Преподаватели супер, материал изложен доступно."
модуль_8,курс_2,студент_125,1,Преподаватели не смогли заинтересовать.
модуль_10,курс_2,студент_125,1,Курс не оправдал ожиданий.
модуль_2,курс_2,студент_126,2,Организация учебного процесса оставляет желать лучшего.
модуль_4,курс_2,студент_126,5,Преподаватели дают много полезных советов.
модуль_7,курс_2,студент_126,3,"Материал неплохой, но иногда скучновато."
модуль_2,курс_2,студент_127,2,Преподаватели не отвечают на вопросы.
модуль_5,курс_2,студент_127,3,"Неплохо, но можно было бы улучшить организацию."
модуль_9,курс_2,студент_127,4,Отличная организация учебного процесса.
модуль_2,курс_2,студент_128,3,Материалы курса иногда тяжело воспринимаются.
модуль_5,курс_2,студент_128,5,"Отличный курс, много полезной информации."
модуль_8,курс_2,студент_128,4,"Преподаватели супер, материал изложен доступно."
модуль_9,курс_2,студент_128,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_10,курс_2,студент_128,4,Материалы курса на высшем уровне.
модуль_2,курс_2,студент_129,2,"Очень разочарован, зря потратил время."
модуль_5,курс_2,студент_129,2,Преподаватели не отвечают на вопросы.
модуль_7,курс_2,студент_129,2,Курс не оправдал ожиданий.
модуль_8,курс_2,студент_129,4,"Преподаватели супер, материал изложен доступно."
модуль_9,курс_2,студент_129,3,"Курс неплохой, но слишком много теории."
модуль_10,курс_2,студент_129,5,Материалы курса на высшем уровне.
модуль_1,курс_2,студент_130,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_3,курс_2,студент_130,2,Преподаватели не смогли заинтересовать.
модуль_4,курс_2,студент_130,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_5,курс_2,студент_130,2,Преподаватели не отвечают на вопросы.
модуль_6,курс_2,студент_130,4,"Много практических занятий, что очень полезно."
модуль_7,курс_2,студент_130,1,Материалы курса плохо структурированы.
модуль_9,курс_2,студент_130,3,"Курс неплохой, но слишком много теории."
модуль_2,курс_2,студент_131,2,"Очень разочарован, зря потратил время."
модуль_3,курс_2,студент_131,3,"Средний курс, ожидал немного большего."
модуль_4,курс_2,студент_131,1,Курс не оправдал ожиданий.
модуль_5,курс_2,студент_131,2,"Очень скучно, мало полезной информации."
модуль_7,курс_2,студент_131,1,"Не понравился курс, материал плохо подан."
модуль_10,курс_2,студент_131,5,Очень хорошие учебные материалы.
модуль_2,курс_2,студент_132,3,"Неплохо, но можно было бы улучшить организацию."
модуль_3,курс_2,студент_132,4,"Много практических занятий, что очень полезно."
модуль_5,курс_2,студент_132,2,Материалы курса плохо структурированы.
модуль_6,курс_2,студент_132,3,"Средний курс, ожидал немного большего."
модуль_7,курс_2,студент_132,4,"Преподаватели супер, материал изложен доступно."
модуль_8,курс_2,студент_132,4,"Много практических занятий, что очень полезно."
модуль_9,курс_2,студент_132,5,"Замечательный курс, все четко и по делу."
модуль_10,курс_2,студент_132,2,Преподаватели не отвечают на вопросы.
модуль_3,курс_2,студент_133,3,"Курс неплохой, но слишком много теории."
модуль_4,курс_2,студент_133,4,Материалы курса на высшем уровне.
модуль_9,курс_2,студент_133,5,Отличная организация учебного процесса.
модуль_1,курс_2,студент_134,3,"Неплохо, но можно было бы улучшить организацию."
модуль_10,курс_2,студент_134,4,"Много практических занятий, что очень полезно."
модуль_1,курс_2,студент_135,5,Отличная организация учебного процесса.
модуль_3,курс_2,студент_135,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_4,курс_2,студент_135,3,"Курс неплохой, но слишком много теории."
модуль_5,курс_2,студент_135,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_7,курс_2,студент_135,5,Отличная организация учебного процесса.
модуль_8,курс_2,студент_135,1,"Очень разочарован, зря потратил время."
модуль_10,курс_2,студент_135,3,"Курс неплохой, но слишком много теории."
модуль_1,курс_2,студент_136,5,Очень хорошие учебные материалы.
модуль_2,курс_2,студент_136,3,"Достаточно информативно, но не хватило времени на практику."
модуль_3,курс_2,студент_136,1,"Очень скучно, мало полезной информации."
модуль_4,курс_2,студент_136,2,Организация учебного процесса оставляет желать лучшего.
модуль_6,курс_2,студент_136,3,"Нормально, но хотелось бы больше интерактива."
модуль_8,курс_2,студент_136,5,"Преподаватели супер, материал изложен доступно."
модуль_1,курс_2,студент_137,2,"Очень разочарован, зря потратил время."
модуль_4,курс_2,студент_137,3,Материалы курса иногда тяжело воспринимаются.
модуль_5,курс_2,студент_137,1,"Очень разочарован, зря потратил время."
модуль_6,курс_2,студент_137,5,Материалы курса на высшем уровне.
модуль_7,курс_2,студент_137,3,"Средний курс, ожидал немного большего."
модуль_10,курс_2,студент_137,5,"Замечательный курс, все четко и по делу."
модуль_2,курс_2,студент_138,3,Материалы курса иногда тяжело воспринимаются.
модуль_8,курс_2,студент_138,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_9,курс_2,студент_138,3,"Нормально, но хотелось бы больше интерактива."
модуль_10,курс_2,студент_138,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_2,студент_139,3,"Достаточно информативно, но не хватило времени на практику."
модуль_3,курс_2,студент_139,3,"Неплохо, но можно было бы улучшить организацию."
модуль_4,курс_2,студент_139,4,"Много практических занятий, что очень полезно."
модуль_5,курс_2,студент_139,1,Материалы курса плохо структурированы.
модуль_6,курс_2,студент_139,2,Преподаватели не отвечают на вопросы.
модуль_8,курс_2,студент_139,3,"Курс неплохой, но слишком много теории."
модуль_9,курс_2,студент_139,5,Материалы курса на высшем уровне.
модуль_10,курс_2,студент_139,4,"Преподаватели супер, материал изложен доступно."
модуль_1,курс_2,студент_140,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_4,курс_2,студент_140,2,"Очень разочарован, зря потратил время."
модуль_8,курс_2,студент_140,5,Преподаватели дают много полезных советов.
модуль_10,курс_2,студент_140,5,Очень хорошие учебные материалы.
модуль_5,курс_2,студент_141,4,"Много практических занятий, что очень полезно."
модуль_7,курс_2,студент_141,3,"Достаточно информативно, но не хватило времени на практику."
модуль_9,курс_2,студент_141,4,"Много практических занятий, что очень полезно."
модуль_3,курс_2,студент_142,1,"Очень разочарован, зря потратил время."
модуль_4,курс_2,студент_142,3,"В целом неплохо, но есть куда расти."
модуль_6,курс_2,студент_142,2,Курс не оправдал ожиданий.
модуль_7,курс_2,студент_142,5,Преподаватели дают много полезных советов.
модуль_10,курс_2,студент_142,2,Курс не оправдал ожиданий.
модуль_1,курс_2,студент_143,1,"Очень разочарован, зря потратил время."
модуль_3,курс_2,студент_143,5,Преподаватели дают много полезных советов.
модуль_5,курс_2,студент_143,3,"В целом неплохо, но есть куда расти."
модуль_7,курс_2,студент_143,3,"Средний курс, ожидал немного большего."
модуль_9,курс_2,студент_143,3,"Курс неплохой, но слишком много теории."
модуль_2,курс_2,студент_144,1,"Не понравился курс, материал плохо подан."
модуль_3,курс_2,студент_144,5,Преподаватели дают много полезных советов.
модуль_4,курс_2,студент_144,5,"Отличный курс, много полезной информации."
модуль_6,курс_2,студент_144,2,"Очень разочарован, зря потратил время."
модуль_7,курс_2,студент_144,3,"Средний курс, ожидал немного большего."
модуль_9,курс_2,студент_144,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_4,курс_2,студент_145,1,Материалы курса плохо структурированы.
модуль_5,курс_2,студент_145,4,Материалы курса на высшем уровне.
модуль_7,курс_2,студент_145,3,"В целом неплохо, но есть куда расти."
модуль_8,курс_2,студент_145,3,"Курс неплохой, но слишком много теории."
модуль_10,курс_2,студент_145,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_1,курс_2,студент_146,4,"Отличный курс, много полезной информации."
модуль_2,курс_2,студент_146,3,"В целом неплохо, но есть куда расти."
модуль_3,курс_2,студент_146,5,"Преподаватели супер, материал изложен доступно."
модуль_8,курс_2,студент_146,2,"Не понравился курс, материал плохо подан."
модуль_9,курс_2,студент_146,3,"Курс неплохой, но слишком много теории."
модуль_4,курс_2,студент_147,2,Курс не оправдал ожиданий.
модуль_6,курс_2,студент_147,1,"Материалы устарели, нуждаются в обновлении."
модуль_7,курс_2,студент_147,4,"Преподаватели супер, материал изложен доступно."
модуль_10,курс_2,студент_147,4,"Много практических занятий, что очень полезно."
модуль_1,курс_2,студент_148,5,Материалы курса на высшем уровне.
модуль_2,курс_2,студент_148,5,Отличная организация учебного процесса.
модуль_7,курс_2,студент_148,4,"Отличный курс, много полезной информации."
модуль_8,курс_2,студент_148,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_10,курс_2,студент_148,5,"Очень понравилось, буду рекомендовать коллегам."
модуль_1,курс_2,студент_149,3,Материалы курса иногда тяжело воспринимаются.
модуль_2,курс_2,студент_149,4,"Курс превзошел мои ожидания, узнал много нового."
модуль_3,курс_2,студент_149,5,Материалы курса на высшем уровне.
модуль_4,курс_2,студент_149,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_8,курс_2,студент_149,2,"Очень разочарован, зря потратил время."
модуль_9,курс_2,студент_149,4,Материалы курса на высшем уровне.
модуль_10,курс_2,студент_149,5,"Замечательный курс, все четко и по делу."
модуль_2,курс_2,студент_150,1,Курс не оправдал ожиданий.
модуль_4,курс_2,студент_150,3,"Курс неплохой, но слишком много теории."
модуль_5,курс_2,студент_150,3,"Средний курс, ожидал немного большего."
модуль_6,курс_2,студент_150,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_7,курс_2,студент_150,3,"Курс неплохой, но слишком много теории."
модуль_8,курс_2,студент_150,5,"Замечательный курс, все четко и по делу."
модуль_9,курс_2,студент_150,2,"Не понравился курс, материал плохо подан."
модуль_10,курс_2,студент_150,5,Материалы курса на высшем уровне.
модуль_1,курс_2,студент_151,1,"Материалы устарели, нуждаются в обновлении."
модуль_2,курс_2,студент_151,3,"Материал неплохой, но иногда скучновато."
модуль_3,курс_2,студент_151,2,Курс не оправдал ожиданий.
модуль_4,курс_2,студент_151,1,Курс не оправдал ожиданий.
модуль_7,курс_2,студент_151,4,Очень хорошие учебные материалы.
модуль_8,курс_2,студент_151,3,Материалы курса иногда тяжело воспринимаются.
модуль_10,курс_2,студент_151,4,Преподаватели дают много полезных советов.
модуль_1,курс_2,студент_152,4,"Замечательный курс, все четко и по делу."
модуль_3,курс_2,студент_152,1,"Не понравился курс, материал плохо подан."
модуль_4,курс_2,студент_152,2,"Материалы устарели, нуждаются в обновлении."
модуль_5,курс_2,студент_152,1,"Не понравился курс, материал плохо подан."
модуль_6,курс_2,студент_152,3,"В целом неплохо, но есть куда расти."
модуль_1,курс_2,студент_153,5,"Замечательный курс, все четко и по делу."
модуль_2,курс_2,студент_153,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_4,курс_2,студент_153,4,"Отличный курс, много полезной информации."
модуль_6,курс_2,студент_153,1,Организация учебного процесса оставляет желать лучшего.
модуль_10,курс_2,студент_153,4,"Замечательный курс, все четко и по делу."
модуль_2,курс_2,студент_154,2,Материалы курса плохо структурированы.
модуль_4,курс_2,студент_154,5,Преподаватели дают много полезных советов.
модуль_5,курс_2,студент_154,4,"Много практических занятий, что очень полезно."
модуль_6,курс_2,студент_154,5,"Преподаватели супер, материал изложен доступно."
модуль_7,курс_2,студент_154,2,"Слишком много теории, мало практики."
модуль_9,курс_2,студент_154,4,"Замечательный курс, все четко и по делу."
модуль_10,курс_2,студент_154,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_3,курс_2,студент_155,5,"Курс превзошел мои ожидания, узнал много нового."
модуль_5,курс_2,студент_155,4,"Очень понравилось, буду рекомендовать коллегам."
модуль_6,курс_2,студент_155,1,"Слишком много теории, мало практики."
модуль_7,курс_2,студент_155,5,"Отличный курс, много полезной информации."
модуль_8,курс_2,студент_155,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_9,курс_2,студент_155,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_1,курс_2,студент_156,3,"Нормально, но хотелось бы больше интерактива."
модуль_5,курс_2,студент_156,3,"Нормально, но хотелось бы больше интерактива."
модуль_10,курс_2,студент_156,1,"Не понравился курс, материал плохо подан."
модуль_3,курс_2,студент_157,2,"Материалы устарели, нуждаются в обновлении."
модуль_4,курс_2,студент_157,2,"Слишком много теории, мало практики."
модуль_7,курс_2,студент_157,1,Преподаватели не смогли заинтересовать.
модуль_9,курс_2,студент_157,1,Преподаватели не смогли заинтересовать.
модуль_10,курс_2,студент_157,2,Организация учебного процесса оставляет желать лучшего.
модуль_1,курс_2,студент_158,5,"Преподаватели супер, материал изложен доступно."
модуль_2,курс_2,студент_158,3,"Учебные материалы хорошие, но местами не хватало примеров."
модуль_4,курс_2,студент_158,2,"Очень разочарован, зря потратил время."
модуль_6,курс_2,студент_158,3,"Нормально, но хотелось бы больше интерактива."
модуль_7,курс_2,студент_158,5,Отличная организация учебного процесса.
модуль_10,курс_2,студент_158,3,"Достаточно информативно, но не хватило времени на практику."
модуль_1,курс_2,студент_159,5,Очень хорошие учебные материалы.
модуль_3,курс_2,студент_159,3,"Неплохо, но можно было бы улучшить организацию."
модуль_4,курс_2,студент_159,3,"Курс неплохой, но слишком много теории."
модуль_5,курс_2,студент_159,3,"Курс неплохой, но слишком много теории."
модуль_6,курс_2,студент_159,5,"Отличный курс, много полезной информации."
модуль_7,курс_2,студент_159,1,Организация учебного процесса оставляет желать лучшего.
модуль_9,курс_2,студент_159,1,Курс не оправдал ожиданий.
модуль_10,курс_2,студент_159,1,"Материалы устарели, нуждаются в обновлении."
модуль_6,курс_2,студент_160,5,"Отличный курс, много полезной информации."
модуль_7,курс_2,студент_160,1,"Очень скучно, мало полезной информации."
модуль_10,курс_2,студент_160,2,Преподаватели не отвечают на вопросы.
модуль_9,курс_2,студент_161,5,"Преподаватели супер, материал изложен доступно."
модуль_10,курс_2,студент_161,3,"Курс неплохой, но слишком много теории."
модуль_5,курс_2,студент_162,5,"Отличный курс, много полезной информации."
модуль_6,курс_2,студент_162,2,"Очень скучно, мало полезной информации."
модуль_9,курс_2,студент_162,2,"Материалы устарели, нуждаются в обновлении."
модуль_10,курс_2,студент_162,2,"Материалы устарели, нуждаются в обновлении."
модуль_3,курс_2,студент_163,1,"Материалы устарели, нуждаются в обновлении."
модуль_5,курс_2,студент_163,4,Отличная организация учебного процесса.
модуль_8,курс_2,студент_163,2,"Материалы устарели, нуждаются в обновлении."
модуль_9,курс_2,студент_163,3,"Курс хороший, но можно было бы добавить больше практики."
модуль_1,курс_2,студент_164,3,"Средний курс, ожидал немного большего."
модуль_2,курс_2,студент_164,3,Материалы курса иногда тяжело воспринимаются.
модуль_4,курс_2,студент_164,2,"Материалы устарели, нуждаются в обновлении."
модуль_6,курс_2,студент_164,1,Курс не оправдал ожиданий.
модуль_7,курс_2,студент_164,3,"В целом неплохо, но есть куда расти."
